Source,Date,Mean
GCAG,06-08-1983,0.3228
GISTEMP,06-08-1983,0.3
GCAG,06-07-1983,0.2663
GISTEMP,06-07-1983,0.15
GCAG,06-06-1983,0.2629
GISTEMP,06-06-1983,0.18
GCAG,06-05-1983,0.2881
GISTEMP,06-05-1983,0.35
GCAG,06-04-1983,0.2918
GISTEMP,06-04-1983,0.3
GCAG,06-03-1983,0.4256
GISTEMP,06-03-1983,0.42
GCAG,06-02-1983,0.4834
GISTEMP,06-02-1983,0.4
GCAG,06-01-1983,0.5169
GISTEMP,06-01-1983,0.52
GCAG,06-12-1982,0.4355
GISTEMP,06-12-1982,0.43
GCAG,06-11-1982,0.151
GISTEMP,06-11-1982,0.14
GCAG,06-10-1982,0.1771
GISTEMP,06-10-1982,0.13
GCAG,06-09-1982,0.233
GISTEMP,06-09-1982,0.15
GCAG,06-08-1982,0.1406
GISTEMP,06-08-1982,0.08
GCAG,06-07-1982,0.1436
GISTEMP,06-07-1982,0.13
GCAG,06-06-1982,0.1231
GISTEMP,06-06-1982,0.05
GCAG,06-05-1982,0.1923
GISTEMP,06-05-1982,0.16
GCAG,06-04-1982,0.2054
GISTEMP,06-04-1982,0.1
GCAG,06-03-1982,0.0833
GISTEMP,06-03-1982,-0.01
GCAG,06-02-1982,0.1593
GISTEMP,06-02-1982,0.14
GCAG,06-01-1982,0.1342
GISTEMP,06-01-1982,0.09
GCAG,06-12-1981,0.42
GISTEMP,06-12-1981,0.4
GCAG,06-11-1981,0.2119
GISTEMP,06-11-1981,0.21
GCAG,06-10-1981,0.1687
GISTEMP,06-10-1981,0.13
GCAG,06-09-1981,0.186
GISTEMP,06-09-1981,0.17
GCAG,06-08-1981,0.2428
GISTEMP,06-08-1981,0.35
GCAG,06-07-1981,0.2268
GISTEMP,06-07-1981,0.35
GCAG,06-06-1981,0.2853
GISTEMP,06-06-1981,0.31
GCAG,06-05-1981,0.262
GISTEMP,06-05-1981,0.25
GCAG,06-04-1981,0.3579
GISTEMP,06-04-1981,0.32
GCAG,06-03-1981,0.4083
GISTEMP,06-03-1981,0.48
GCAG,06-02-1981,0.3629
GISTEMP,06-02-1981,0.41
GCAG,06-01-1981,0.4656
GISTEMP,06-01-1981,0.56
GCAG,06-12-1980,0.2674
GISTEMP,06-12-1980,0.21
GCAG,06-11-1980,0.3319
GISTEMP,06-11-1980,0.3
GCAG,06-10-1980,0.1821
GISTEMP,06-10-1980,0.2
GCAG,06-09-1980,0.2008
GISTEMP,06-09-1980,0.21
GCAG,06-08-1980,0.1957
GISTEMP,06-08-1980,0.24
GCAG,06-07-1980,0.2172
GISTEMP,06-07-1980,0.28
GCAG,06-06-1980,0.2474
GISTEMP,06-06-1980,0.16
GCAG,06-05-1980,0.316
GISTEMP,06-05-1980,0.34
GCAG,06-04-1980,0.3082
GISTEMP,06-04-1980,0.32
GCAG,06-03-1980,0.2389
GISTEMP,06-03-1980,0.29
GCAG,06-02-1980,0.3506
GISTEMP,06-02-1980,0.42
GCAG,06-01-1980,0.308
GISTEMP,06-01-1980,0.3
GCAG,06-12-1979,0.5032
GISTEMP,06-12-1979,0.47
GCAG,06-11-1979,0.2953
GISTEMP,06-11-1979,0.29
GCAG,06-10-1979,0.2945
GISTEMP,06-10-1979,0.26
GCAG,06-09-1979,0.2519
GISTEMP,06-09-1979,0.27
GCAG,06-08-1979,0.2263
GISTEMP,06-08-1979,0.14
GCAG,06-07-1979,0.1746
GISTEMP,06-07-1979,0.03
GCAG,06-06-1979,0.2183
GISTEMP,06-06-1979,0.14
GCAG,06-05-1979,0.1569
GISTEMP,06-05-1979,0.06
GCAG,06-04-1979,0.1112
GISTEMP,06-04-1979,0.13
GCAG,06-03-1979,0.243
GISTEMP,06-03-1979,0.19
GCAG,06-02-1979,0.0922
GISTEMP,06-02-1979,-0.09
GCAG,06-01-1979,0.1602
GISTEMP,06-01-1979,0.14
GCAG,06-12-1978,0.1512
GISTEMP,06-12-1978,0.11
GCAG,06-11-1978,0.2245
GISTEMP,06-11-1978,0.16
GCAG,06-10-1978,0.0646
GISTEMP,06-10-1978,0
GCAG,06-09-1978,0.0748
GISTEMP,06-09-1978,0.05
GCAG,06-08-1978,0.0033
GISTEMP,06-08-1978,-0.18
GCAG,06-07-1978,0.0699
GISTEMP,06-07-1978,0.07
GCAG,06-06-1978,0.0532
GISTEMP,06-06-1978,-0.03
GCAG,06-05-1978,0.0596
GISTEMP,06-05-1978,0.07
GCAG,06-04-1978,0.1324
GISTEMP,06-04-1978,0.15
GCAG,06-03-1978,0.2228
GISTEMP,06-03-1978,0.21
GCAG,06-02-1978,0.1306
GISTEMP,06-02-1978,0.14
GCAG,06-01-1978,0.1606
GISTEMP,06-01-1978,0.08
GCAG,06-12-1977,0.1124
GISTEMP,06-12-1977,0.05
GCAG,06-11-1977,0.2603
GISTEMP,06-11-1977,0.2
GCAG,06-10-1977,0.1189
GISTEMP,06-10-1977,0.04
GCAG,06-09-1977,0.1867
GISTEMP,06-09-1977,0.02
GCAG,06-08-1977,0.1418
GISTEMP,06-08-1977,0.19
GCAG,06-07-1977,0.1737
GISTEMP,06-07-1977,0.23
GCAG,06-06-1977,0.2474
GISTEMP,06-06-1977,0.25
GCAG,06-05-1977,0.2368
GISTEMP,06-05-1977,0.3
GCAG,06-04-1977,0.282
GISTEMP,06-04-1977,0.27
GCAG,06-03-1977,0.3109
GISTEMP,06-03-1977,0.25
GCAG,06-02-1977,0.2384
GISTEMP,06-02-1977,0.2
GCAG,06-01-1977,0.0639
GISTEMP,06-01-1977,0.18
GCAG,06-12-1976,0.0906
GISTEMP,06-12-1976,0.09
GCAG,06-11-1976,-0.0432
GISTEMP,06-11-1976,-0.06
GCAG,06-10-1976,-0.1821
GISTEMP,06-10-1976,-0.26
GCAG,06-09-1976,-0.0426
GISTEMP,06-09-1976,-0.09
GCAG,06-08-1976,-0.0894
GISTEMP,06-08-1976,-0.18
GCAG,06-07-1976,-0.0846
GISTEMP,06-07-1976,-0.12
GCAG,06-06-1976,-0.074
GISTEMP,06-06-1976,-0.15
GCAG,06-05-1976,-0.1228
GISTEMP,06-05-1976,-0.23
GCAG,06-04-1976,-0.0223
GISTEMP,06-04-1976,-0.1
GCAG,06-03-1976,-0.2394
GISTEMP,06-03-1976,-0.21
GCAG,06-02-1976,-0.1221
GISTEMP,06-02-1976,-0.06
GCAG,06-01-1976,-0.0181
GISTEMP,06-01-1976,0
GCAG,06-12-1975,-0.0895
GISTEMP,06-12-1975,-0.17
GCAG,06-11-1975,-0.145
GISTEMP,06-11-1975,-0.16
GCAG,06-10-1975,-0.1236
GISTEMP,06-10-1975,-0.09
GCAG,06-09-1975,0.017
GISTEMP,06-09-1975,-0.03
GCAG,06-08-1975,-0.0671
GISTEMP,06-08-1975,-0.2
GCAG,06-07-1975,0.0055
GISTEMP,06-07-1975,-0.03
GCAG,06-06-1975,0.0342
GISTEMP,06-06-1975,-0.02
GCAG,06-05-1975,0.0693
GISTEMP,06-05-1975,0.16
GCAG,06-04-1975,0.0779
GISTEMP,06-04-1975,0.06
GCAG,06-03-1975,0.1096
GISTEMP,06-03-1975,0.14
GCAG,06-02-1975,0.0326
GISTEMP,06-02-1975,0.07
GCAG,06-01-1975,0.1201
GISTEMP,06-01-1975,0.07
GCAG,06-12-1974,-0.0976
GISTEMP,06-12-1974,-0.09
GCAG,06-11-1974,-0.0671
GISTEMP,06-11-1974,-0.07
GCAG,06-10-1974,-0.0831
GISTEMP,06-10-1974,-0.07
GCAG,06-09-1974,-0.0428
GISTEMP,06-09-1974,-0.12
GCAG,06-08-1974,0.0131
GISTEMP,06-08-1974,0.12
GCAG,06-07-1974,0.0195
GISTEMP,06-07-1974,-0.03
GCAG,06-06-1974,-0.0375
GISTEMP,06-06-1974,-0.05
GCAG,06-05-1974,-0.0246
GISTEMP,06-05-1974,-0.01
GCAG,06-04-1974,-0.042
GISTEMP,06-04-1974,-0.1
GCAG,06-03-1974,-0.0509
GISTEMP,06-03-1974,-0.05
GCAG,06-02-1974,-0.2548
GISTEMP,06-02-1974,-0.28
GCAG,06-01-1974,-0.1953
GISTEMP,06-01-1974,-0.14
GCAG,06-12-1973,0.0277
GISTEMP,06-12-1973,-0.06
GCAG,06-11-1973,0.022
GISTEMP,06-11-1973,0.06
GCAG,06-10-1973,0.0446
GISTEMP,06-10-1973,0.12
GCAG,06-09-1973,0.0563
GISTEMP,06-09-1973,0.06
GCAG,06-08-1973,0.0774
GISTEMP,06-08-1973,0.02
GCAG,06-07-1973,0.1163
GISTEMP,06-07-1973,0.09
GCAG,06-06-1973,0.1972
GISTEMP,06-06-1973,0.16
GCAG,06-05-1973,0.2152
GISTEMP,06-05-1973,0.26
GCAG,06-04-1973,0.2502
GISTEMP,06-04-1973,0.25
GCAG,06-03-1973,0.3305
GISTEMP,06-03-1973,0.26
GCAG,06-02-1973,0.3722
GISTEMP,06-02-1973,0.3
GCAG,06-01-1973,0.259
GISTEMP,06-01-1973,0.28
GCAG,06-12-1972,0.2529
GISTEMP,06-12-1972,0.18
GCAG,06-11-1972,0.0799
GISTEMP,06-11-1972,0.03
GCAG,06-10-1972,0.0891
GISTEMP,06-10-1972,0.09
GCAG,06-09-1972,0.0207
GISTEMP,06-09-1972,0.03
GCAG,06-08-1972,0.0863
GISTEMP,06-08-1972,0.18
GCAG,06-07-1972,0.0639
GISTEMP,06-07-1972,0.02
GCAG,06-06-1972,0.0765
GISTEMP,06-06-1972,0.04
GCAG,06-05-1972,0.0147
GISTEMP,06-05-1972,-0.03
GCAG,06-04-1972,0.0357
GISTEMP,06-04-1972,-0.01
GCAG,06-03-1972,0.0014
GISTEMP,06-03-1972,0.02
GCAG,06-02-1972,-0.1624
GISTEMP,06-02-1972,-0.17
GCAG,06-01-1972,-0.2415
GISTEMP,06-01-1972,-0.24
GCAG,06-12-1971,-0.0198
GISTEMP,06-12-1971,-0.08
GCAG,06-11-1971,0.0363
GISTEMP,06-11-1971,-0.04
GCAG,06-10-1971,-0.0763
GISTEMP,06-10-1971,-0.05
GCAG,06-09-1971,-0.0443
GISTEMP,06-09-1971,-0.01
GCAG,06-08-1971,-0.0688
GISTEMP,06-08-1971,-0.03
GCAG,06-07-1971,-0.063
GISTEMP,06-07-1971,-0.12
GCAG,06-06-1971,-0.1243
GISTEMP,06-06-1971,-0.18
GCAG,06-05-1971,-0.0899
GISTEMP,06-05-1971,-0.06
GCAG,06-04-1971,-0.1299
GISTEMP,06-04-1971,-0.09
GCAG,06-03-1971,-0.1412
GISTEMP,06-03-1971,-0.18
GCAG,06-02-1971,-0.2144
GISTEMP,06-02-1971,-0.2
GCAG,06-01-1971,-0.0045
GISTEMP,06-01-1971,-0.02
GCAG,06-12-1970,-0.0954
GISTEMP,06-12-1970,-0.13
GCAG,06-11-1970,0.0226
GISTEMP,06-11-1970,0.01
GCAG,06-10-1970,-0.0367
GISTEMP,06-10-1970,0.05
GCAG,06-09-1970,0.0077
GISTEMP,06-09-1970,0.11
GCAG,06-08-1970,-0.0198
GISTEMP,06-08-1970,-0.11
GCAG,06-07-1970,-0.0218
GISTEMP,06-07-1970,-0.04
GCAG,06-06-1970,0.0295
GISTEMP,06-06-1970,-0.03
GCAG,06-05-1970,0.0414
GISTEMP,06-05-1970,-0.05
GCAG,06-04-1970,0.131
GISTEMP,06-04-1970,0.09
GCAG,06-03-1970,0.0317
GISTEMP,06-03-1970,0.08
GCAG,06-02-1970,0.2353
GISTEMP,06-02-1970,0.22
GCAG,06-01-1970,0.1214
GISTEMP,06-01-1970,0.09
GCAG,06-12-1969,0.2468
GISTEMP,06-12-1969,0.27
GCAG,06-11-1969,0.1896
GISTEMP,06-11-1969,0.12
GCAG,06-10-1969,0.0713
GISTEMP,06-10-1969,0.11
GCAG,06-09-1969,0.0843
GISTEMP,06-09-1969,0.1
GCAG,06-08-1969,0.0954
GISTEMP,06-08-1969,0.03
GCAG,06-07-1969,0.0933
GISTEMP,06-07-1969,-0.01
GCAG,06-06-1969,0.0766
GISTEMP,06-06-1969,0.05
GCAG,06-05-1969,0.1756
GISTEMP,06-05-1969,0.2
GCAG,06-04-1969,0.1935
GISTEMP,06-04-1969,0.19
GCAG,06-03-1969,0.1222
GISTEMP,06-03-1969,0
GCAG,06-02-1969,-0.1038
GISTEMP,06-02-1969,-0.14
GCAG,06-01-1969,-0.1295
GISTEMP,06-01-1969,-0.11
GCAG,06-12-1968,-0.0431
GISTEMP,06-12-1968,-0.14
GCAG,06-11-1968,0.0156
GISTEMP,06-11-1968,-0.04
GCAG,06-10-1968,0.0471
GISTEMP,06-10-1968,0.12
GCAG,06-09-1968,-0.0112
GISTEMP,06-09-1968,-0.18
GCAG,06-08-1968,-0.0143
GISTEMP,06-08-1968,-0.11
GCAG,06-07-1968,-0.0197
GISTEMP,06-07-1968,-0.11
GCAG,06-06-1968,-0.0161
GISTEMP,06-06-1968,-0.06
GCAG,06-05-1968,-0.0803
GISTEMP,06-05-1968,-0.1
GCAG,06-04-1968,-0.0703
GISTEMP,06-04-1968,-0.05
GCAG,06-03-1968,0.1508
GISTEMP,06-03-1968,0.21
GCAG,06-02-1968,-0.1266
GISTEMP,06-02-1968,-0.15
GCAG,06-01-1968,-0.1865
GISTEMP,06-01-1968,-0.23
GCAG,06-12-1967,-0.04
GISTEMP,06-12-1967,-0.02
GCAG,06-11-1967,-0.0212
GISTEMP,06-11-1967,-0.06
GCAG,06-10-1967,0.1288
GISTEMP,06-10-1967,0.06
GCAG,06-09-1967,-0.0317
GISTEMP,06-09-1967,-0.04
GCAG,06-08-1967,-0.0055
GISTEMP,06-08-1967,0.02
GCAG,06-07-1967,-0.0177
GISTEMP,06-07-1967,0.01
GCAG,06-06-1967,-0.0299
GISTEMP,06-06-1967,-0.08
GCAG,06-05-1967,0.1243
GISTEMP,06-05-1967,0.14
GCAG,06-04-1967,0.0056
GISTEMP,06-04-1967,-0.05
GCAG,06-03-1967,0.0029
GISTEMP,06-03-1967,0.03
GCAG,06-02-1967,-0.1656
GISTEMP,06-02-1967,-0.2
GCAG,06-01-1967,-0.1068
GISTEMP,06-01-1967,-0.06
GCAG,06-12-1966,-0.1244
GISTEMP,06-12-1966,-0.06
GCAG,06-11-1966,-0.0465
GISTEMP,06-11-1966,-0.02
GCAG,06-10-1966,-0.0592
GISTEMP,06-10-1966,-0.15
GCAG,06-09-1966,0.0261
GISTEMP,06-09-1966,-0.01
GCAG,06-08-1966,0.0191
GISTEMP,06-08-1966,-0.1
GCAG,06-07-1966,0.0667
GISTEMP,06-07-1966,0.09
GCAG,06-06-1966,0.0577
GISTEMP,06-06-1966,0.02
GCAG,06-05-1966,-0.0359
GISTEMP,06-05-1966,-0.1
GCAG,06-04-1966,-0.0908
GISTEMP,06-04-1966,-0.13
GCAG,06-03-1966,-0.0025
GISTEMP,06-03-1966,0.04
GCAG,06-02-1966,-0.0373
GISTEMP,06-02-1966,0
GCAG,06-01-1966,-0.0458
GISTEMP,06-01-1966,-0.16
GCAG,06-12-1965,-0.0124
GISTEMP,06-12-1965,-0.05
GCAG,06-11-1965,-0.09
GISTEMP,06-11-1965,-0.06
GCAG,06-10-1965,0.0238
GISTEMP,06-10-1965,-0.04
GCAG,06-09-1965,-0.0503
GISTEMP,06-09-1965,-0.15
GCAG,06-08-1965,-0.0464
GISTEMP,06-08-1965,-0.01
GCAG,06-07-1965,-0.0841
GISTEMP,06-07-1965,-0.12
GCAG,06-06-1965,-0.0434
GISTEMP,06-06-1965,-0.08
GCAG,06-05-1965,-0.0787
GISTEMP,06-05-1965,-0.14
GCAG,06-04-1965,-0.1875
GISTEMP,06-04-1965,-0.2
GCAG,06-03-1965,-0.1005
GISTEMP,06-03-1965,-0.11
GCAG,06-02-1965,-0.1966
GISTEMP,06-02-1965,-0.17
GCAG,06-01-1965,-0.0699
GISTEMP,06-01-1965,-0.09
GCAG,06-12-1964,-0.2651
GISTEMP,06-12-1964,-0.3
GCAG,06-11-1964,-0.2017
GISTEMP,06-11-1964,-0.21
GCAG,06-10-1964,-0.2665
GISTEMP,06-10-1964,-0.3
GCAG,06-09-1964,-0.2093
GISTEMP,06-09-1964,-0.28
GCAG,06-08-1964,-0.1669
GISTEMP,06-08-1964,-0.2
GCAG,06-07-1964,-0.1111
GISTEMP,06-07-1964,-0.07
GCAG,06-06-1964,-0.0931
GISTEMP,06-06-1964,-0.07
GCAG,06-05-1964,-0.098
GISTEMP,06-05-1964,-0.25
GCAG,06-04-1964,-0.1847
GISTEMP,06-04-1964,-0.3
GCAG,06-03-1964,-0.1421
GISTEMP,06-03-1964,-0.22
GCAG,06-02-1964,-0.1048
GISTEMP,06-02-1964,-0.12
GCAG,06-01-1964,0.0488
GISTEMP,06-01-1964,-0.06
GCAG,06-12-1963,0.0812
GISTEMP,06-12-1963,0
GCAG,06-11-1963,0.1947
GISTEMP,06-11-1963,0.15
GCAG,06-10-1963,0.2148
GISTEMP,06-10-1963,0.15
GCAG,06-09-1963,0.1629
GISTEMP,06-09-1963,0.2
GCAG,06-08-1963,0.1579
GISTEMP,06-08-1963,0.25
GCAG,06-07-1963,0.1382
GISTEMP,06-07-1963,0.08
GCAG,06-06-1963,0.0499
GISTEMP,06-06-1963,0.03
GCAG,06-05-1963,0.013
GISTEMP,06-05-1963,-0.09
GCAG,06-04-1963,-0.0041
GISTEMP,06-04-1963,-0.05
GCAG,06-03-1963,-0.0216
GISTEMP,06-03-1963,-0.13
GCAG,06-02-1963,0.2566
GISTEMP,06-02-1963,0.19
GCAG,06-01-1963,0.0376
GISTEMP,06-01-1963,-0.03
GCAG,06-12-1962,0.0881
GISTEMP,06-12-1962,-0.01
GCAG,06-11-1962,0.0745
GISTEMP,06-11-1962,0.06
GCAG,06-10-1962,0.0796
GISTEMP,06-10-1962,-0.03
GCAG,06-09-1962,0.0606
GISTEMP,06-09-1962,-0.01
GCAG,06-08-1962,0.0552
GISTEMP,06-08-1962,-0.02
GCAG,06-07-1962,0.0905
GISTEMP,06-07-1962,-0.02
GCAG,06-06-1962,0.0574
GISTEMP,06-06-1962,0.06
GCAG,06-05-1962,0.0589
GISTEMP,06-05-1962,-0.06
GCAG,06-04-1962,0.0763
GISTEMP,06-04-1962,0.05
GCAG,06-03-1962,0.1197
GISTEMP,06-03-1962,0.12
GCAG,06-02-1962,0.1698
GISTEMP,06-02-1962,0.14
GCAG,06-01-1962,0.1345
GISTEMP,06-01-1962,0.08
GCAG,06-12-1961,-0.0171
GISTEMP,06-12-1961,-0.15
GCAG,06-11-1961,0.016
GISTEMP,06-11-1961,0.03
GCAG,06-10-1961,-0.035
GISTEMP,06-10-1961,0
GCAG,06-09-1961,-0.0041
GISTEMP,06-09-1961,0.05
GCAG,06-08-1961,0.032
GISTEMP,06-08-1961,0.02
GCAG,06-07-1961,0.035
GISTEMP,06-07-1961,-0.03
GCAG,06-06-1961,0.1479
GISTEMP,06-06-1961,0.12
GCAG,06-05-1961,0.1614
GISTEMP,06-05-1961,0.13
GCAG,06-04-1961,0.1335
GISTEMP,06-04-1961,0.15
GCAG,06-03-1961,0.1646
GISTEMP,06-03-1961,0.09
GCAG,06-02-1961,0.1768
GISTEMP,06-02-1961,0.18
GCAG,06-01-1961,0.1188
GISTEMP,06-01-1961,0.07
GCAG,06-12-1960,0.2278
GISTEMP,06-12-1960,0.18
GCAG,06-11-1960,-0.0484
GISTEMP,06-11-1960,-0.11
GCAG,06-10-1960,0.039
GISTEMP,06-10-1960,0.07
GCAG,06-09-1960,0.0638
GISTEMP,06-09-1960,0.05
GCAG,06-08-1960,0.0461
GISTEMP,06-08-1960,-0.01
GCAG,06-07-1960,0.0339
GISTEMP,06-07-1960,-0.02
GCAG,06-06-1960,0.0772
GISTEMP,06-06-1960,0.01
GCAG,06-05-1960,-0.0841
GISTEMP,06-05-1960,-0.08
GCAG,06-04-1960,-0.0954
GISTEMP,06-04-1960,-0.16
GCAG,06-03-1960,-0.2041
GISTEMP,06-03-1960,-0.36
GCAG,06-02-1960,0.1858
GISTEMP,06-02-1960,0.14
GCAG,06-01-1960,0.0032
GISTEMP,06-01-1960,-0.01
GCAG,06-12-1959,-0.0343
GISTEMP,06-12-1959,-0.03
GCAG,06-11-1959,-0.079
GISTEMP,06-11-1959,-0.09
GCAG,06-10-1959,-0.0137
GISTEMP,06-10-1959,-0.09
GCAG,06-09-1959,0.097
GISTEMP,06-09-1959,-0.06
GCAG,06-08-1959,0.0516
GISTEMP,06-08-1959,-0.01
GCAG,06-07-1959,0.0671
GISTEMP,06-07-1959,0.06
GCAG,06-06-1959,0.0849
GISTEMP,06-06-1959,0.02
GCAG,06-05-1959,0.0263
GISTEMP,06-05-1959,0.06
GCAG,06-04-1959,0.118
GISTEMP,06-04-1959,0.16
GCAG,06-03-1959,0.2041
GISTEMP,06-03-1959,0.19
GCAG,06-02-1959,0.0682
GISTEMP,06-02-1959,0.09
GCAG,06-01-1959,0.125
GISTEMP,06-01-1959,0.06
GCAG,06-12-1958,0.1452
GISTEMP,06-12-1958,0.01
GCAG,06-11-1958,0.0896
GISTEMP,06-11-1958,0.02
GCAG,06-10-1958,0.0405
GISTEMP,06-10-1958,0.04
GCAG,06-09-1958,0.0186
GISTEMP,06-09-1958,-0.03
GCAG,06-08-1958,0.0528
GISTEMP,06-08-1958,-0.06
GCAG,06-07-1958,0.0649
GISTEMP,06-07-1958,0.06
GCAG,06-06-1958,0.0624
GISTEMP,06-06-1958,-0.05
GCAG,06-05-1958,0.1007
GISTEMP,06-05-1958,0.08
GCAG,06-04-1958,0.114
GISTEMP,06-04-1958,0.01
GCAG,06-03-1958,0.1181
GISTEMP,06-03-1958,0.1
GCAG,06-02-1958,0.2103
GISTEMP,06-02-1958,0.24
GCAG,06-01-1958,0.2964
GISTEMP,06-01-1958,0.39
GCAG,06-12-1957,0.229
GISTEMP,06-12-1957,0.16
GCAG,06-11-1957,0.1282
GISTEMP,06-11-1957,0.07
GCAG,06-10-1957,0.0143
GISTEMP,06-10-1957,0.01
GCAG,06-09-1957,0.0748
GISTEMP,06-09-1957,0.06
GCAG,06-08-1957,0.1302
GISTEMP,06-08-1957,0.14
GCAG,06-07-1957,0.0596
GISTEMP,06-07-1957,0.01
GCAG,06-06-1957,0.1577
GISTEMP,06-06-1957,0.16
GCAG,06-05-1957,0.1092
GISTEMP,06-05-1957,0.08
GCAG,06-04-1957,-0.0193
GISTEMP,06-04-1957,-0.04
GCAG,06-03-1957,-0.068
GISTEMP,06-03-1957,-0.05
GCAG,06-02-1957,-0.1118
GISTEMP,06-02-1957,-0.05
GCAG,06-01-1957,-0.1178
GISTEMP,06-01-1957,-0.14
GCAG,06-12-1956,-0.153
GISTEMP,06-12-1956,-0.1
GCAG,06-11-1956,-0.1564
GISTEMP,06-11-1956,-0.17
GCAG,06-10-1956,-0.1989
GISTEMP,06-10-1956,-0.24
GCAG,06-09-1956,-0.252
GISTEMP,06-09-1956,-0.22
GCAG,06-08-1956,-0.1866
GISTEMP,06-08-1956,-0.25
GCAG,06-07-1956,-0.1346
GISTEMP,06-07-1956,-0.12
GCAG,06-06-1956,-0.1437
GISTEMP,06-06-1956,-0.15
GCAG,06-05-1956,-0.2275
GISTEMP,06-05-1956,-0.28
GCAG,06-04-1956,-0.2846
GISTEMP,06-04-1956,-0.26
GCAG,06-03-1956,-0.2003
GISTEMP,06-03-1956,-0.23
GCAG,06-02-1956,-0.2732
GISTEMP,06-02-1956,-0.25
GCAG,06-01-1956,-0.1773
GISTEMP,06-01-1956,-0.17
GCAG,06-12-1955,-0.2706
GISTEMP,06-12-1955,-0.32
GCAG,06-11-1955,-0.2373
GISTEMP,06-11-1955,-0.28
GCAG,06-10-1955,-0.1232
GISTEMP,06-10-1955,-0.05
GCAG,06-09-1955,-0.0923
GISTEMP,06-09-1955,-0.13
GCAG,06-08-1955,-0.0262
GISTEMP,06-08-1955,0.04
GCAG,06-07-1955,-0.0881
GISTEMP,06-07-1955,-0.09
GCAG,06-06-1955,-0.0695
GISTEMP,06-06-1955,-0.08
GCAG,06-05-1955,-0.1274
GISTEMP,06-05-1955,-0.2
GCAG,06-04-1955,-0.2383
GISTEMP,06-04-1955,-0.23
GCAG,06-03-1955,-0.3091
GISTEMP,06-03-1955,-0.36
GCAG,06-02-1955,-0.1303
GISTEMP,06-02-1955,-0.21
GCAG,06-01-1955,0.0879
GISTEMP,06-01-1955,0.11
GCAG,06-12-1954,-0.1859
GISTEMP,06-12-1954,-0.18
GCAG,06-11-1954,0.039
GISTEMP,06-11-1954,0.08
GCAG,06-10-1954,-0.0694
GISTEMP,06-10-1954,-0.01
GCAG,06-09-1954,-0.0595
GISTEMP,06-09-1954,-0.07
GCAG,06-08-1954,-0.0913
GISTEMP,06-08-1954,-0.13
GCAG,06-07-1954,-0.1229
GISTEMP,06-07-1954,-0.16
GCAG,06-06-1954,-0.1161
GISTEMP,06-06-1954,-0.16
GCAG,06-05-1954,-0.202
GISTEMP,06-05-1954,-0.2
GCAG,06-04-1954,-0.1766
GISTEMP,06-04-1954,-0.18
GCAG,06-03-1954,-0.091
GISTEMP,06-03-1954,-0.12
GCAG,06-02-1954,-0.0865
GISTEMP,06-02-1954,-0.1
GCAG,06-01-1954,-0.2352
GISTEMP,06-01-1954,-0.28
GCAG,06-12-1953,0.0555
GISTEMP,06-12-1953,0.03
GCAG,06-11-1953,-0.0621
GISTEMP,06-11-1953,-0.05
GCAG,06-10-1953,0.0723
GISTEMP,06-10-1953,0.05
GCAG,06-09-1953,0.0632
GISTEMP,06-09-1953,0.06
GCAG,06-08-1953,0.0812
GISTEMP,06-08-1953,0.08
GCAG,06-07-1953,0.0662
GISTEMP,06-07-1953,0.02
GCAG,06-06-1953,0.124
GISTEMP,06-06-1953,0.08
GCAG,06-05-1953,0.144
GISTEMP,06-05-1953,0.08
GCAG,06-04-1953,0.1873
GISTEMP,06-04-1953,0.2
GCAG,06-03-1953,0.1539
GISTEMP,06-03-1953,0.11
GCAG,06-02-1953,0.1534
GISTEMP,06-02-1953,0.16
GCAG,06-01-1953,0.1037
GISTEMP,06-01-1953,0.09
GCAG,06-12-1952,-0.008
GISTEMP,06-12-1952,-0.02
GCAG,06-11-1952,-0.1975
GISTEMP,06-11-1952,-0.17
GCAG,06-10-1952,-0.0366
GISTEMP,06-10-1952,-0.04
GCAG,06-09-1952,0.0653
GISTEMP,06-09-1952,0.08
GCAG,06-08-1952,0.0647
GISTEMP,06-08-1952,0.07
GCAG,06-07-1952,0.0735
GISTEMP,06-07-1952,0.05
GCAG,06-06-1952,0.0396
GISTEMP,06-06-1952,-0.04
GCAG,06-05-1952,0.034
GISTEMP,06-05-1952,-0.05
GCAG,06-04-1952,0.0666
GISTEMP,06-04-1952,0.02
GCAG,06-03-1952,-0.048
GISTEMP,06-03-1952,-0.1
GCAG,06-02-1952,0.0921
GISTEMP,06-02-1952,0.12
GCAG,06-01-1952,0.152
GISTEMP,06-01-1952,0.16
GCAG,06-12-1951,0.2148
GISTEMP,06-12-1951,0.15
GCAG,06-11-1951,0.026
GISTEMP,06-11-1951,0
GCAG,06-10-1951,0.1081
GISTEMP,06-10-1951,0.06
GCAG,06-09-1951,0.1322
GISTEMP,06-09-1951,0.07
GCAG,06-08-1951,0.113
GISTEMP,06-08-1951,0.05
GCAG,06-07-1951,0.1101
GISTEMP,06-07-1951,0
GCAG,06-06-1951,0.0381
GISTEMP,06-06-1951,-0.05
GCAG,06-05-1951,0.0569
GISTEMP,06-05-1951,-0.02
GCAG,06-04-1951,-0.0877
GISTEMP,06-04-1951,-0.1
GCAG,06-03-1951,-0.1689
GISTEMP,06-03-1951,-0.19
GCAG,06-02-1951,-0.4101
GISTEMP,06-02-1951,-0.44
GCAG,06-01-1951,-0.2903
