Source,Date,Mean
GCAG,06-09-1955,0.1098
GISTEMP,06-09-1955,0.3436
GCAG,06-10-1955,0.1533
GISTEMP,06-10-1955,0.258
GCAG,06-11-1955,0.6248
GISTEMP,06-11-1955,0.2264
GCAG,06-12-1955,0.4144
GISTEMP,06-12-1955,0.1365
GCAG,06-01-1956,0.2379
GISTEMP,06-01-1956,0.5088
GCAG,06-02-1956,0.1503
GISTEMP,06-02-1956,0.5162
GCAG,06-03-1956,0.3516
GISTEMP,06-03-1956,0.1611
GCAG,06-04-1956,0.3415
GISTEMP,06-04-1956,0.3925
GCAG,06-05-1956,0.341
GISTEMP,06-05-1956,0.0122
GCAG,06-06-1956,0.1399
GISTEMP,06-06-1956,0.2118
GCAG,06-07-1956,0.2389
GISTEMP,06-07-1956,0.3432
GCAG,06-08-1956,0.2779
GISTEMP,06-08-1956,0.0509
GCAG,06-09-1956,0.3094
GISTEMP,06-09-1956,0.344
GCAG,06-10-1956,0.3375
GISTEMP,06-10-1956,0.4157
GCAG,06-11-1956,0.3798
GISTEMP,06-11-1956,0.3236
GCAG,06-12-1956,0.2453
GISTEMP,06-12-1956,0.0067
GCAG,06-01-1957,0.3215
GISTEMP,06-01-1957,0.2882
GCAG,06-02-1957,0.2989
GISTEMP,06-02-1957,0.0667
GCAG,06-03-1957,0.0972
GISTEMP,06-03-1957,0.4173
GCAG,06-04-1957,0.2546
GISTEMP,06-04-1957,0.3627
GCAG,06-05-1957,0.2659
GISTEMP,06-05-1957,0.2661
GCAG,06-06-1957,0.4036
GISTEMP,06-06-1957,0.1854
GCAG,06-07-1957,0.2784
GISTEMP,06-07-1957,0.1946
GCAG,06-08-1957,0.1999
GISTEMP,06-08-1957,0.2187
GCAG,06-09-1957,0.2996
GISTEMP,06-09-1957,0.1945
GCAG,06-10-1957,0.4558
GISTEMP,06-10-1957,0.1332
GCAG,06-11-1957,0.2406
GISTEMP,06-11-1957,0.2026
GCAG,06-12-1957,0.4868
GISTEMP,06-12-1957,0.2992
GCAG,06-01-1958,0.4257
GISTEMP,06-01-1958,0.0481
GCAG,06-02-1958,0.3121
GISTEMP,06-02-1958,0.4055
GCAG,06-03-1958,0.2856
GISTEMP,06-03-1958,0.433
GCAG,06-04-1958,0.1968
GISTEMP,06-04-1958,0.4858
GCAG,06-05-1958,0.6204
GISTEMP,06-05-1958,0.2211
GCAG,06-06-1958,0.2099
GISTEMP,06-06-1958,0.4947
GCAG,06-07-1958,0.5148
GISTEMP,06-07-1958,0.1994
GCAG,06-08-1958,0.216
GISTEMP,06-08-1958,0.2367
GCAG,06-09-1958,0.0785
GISTEMP,06-09-1958,0.1424
GCAG,06-10-1958,0.1307
GISTEMP,06-10-1958,0.1662
GCAG,06-11-1958,0.2773
GISTEMP,06-11-1958,0.3176
GCAG,06-12-1958,0.5162
GISTEMP,06-12-1958,0.1339
GCAG,06-01-1959,0.4324
GISTEMP,06-01-1959,0.2527
GCAG,06-02-1959,0.2785
GISTEMP,06-02-1959,0.3872
GCAG,06-03-1959,0.1187
GISTEMP,06-03-1959,0.3445
GCAG,06-04-1959,0.3132
GISTEMP,06-04-1959,0.3621
GCAG,06-05-1959,0.3328
GISTEMP,06-05-1959,0.6577
GCAG,06-06-1959,0.1949
GISTEMP,06-06-1959,0.2109
GCAG,06-07-1959,0.1983
GISTEMP,06-07-1959,0.2084
GCAG,06-08-1959,0.1973
GISTEMP,06-08-1959,0.4712
GCAG,06-09-1959,0.5071
GISTEMP,06-09-1959,0.2084
GCAG,06-10-1959,0.1704
GISTEMP,06-10-1959,0.3659
GCAG,06-11-1959,0.2135
GISTEMP,06-11-1959,0.3913
GCAG,06-12-1959,0.328
GISTEMP,06-12-1959,0.0702
GCAG,06-01-1960,0.5308
GISTEMP,06-01-1960,0.5681
GCAG,06-02-1960,0.2079
GISTEMP,06-02-1960,0.2417
GCAG,06-03-1960,0.3439
GISTEMP,06-03-1960,0.3512
GCAG,06-04-1960,0.4009
GISTEMP,06-04-1960,0.6037
GCAG,06-05-1960,0.2768
GISTEMP,06-05-1960,0.1836
GCAG,06-06-1960,0.0976
GISTEMP,06-06-1960,0.1948
GCAG,06-07-1960,0.3007
GISTEMP,06-07-1960,0.5748
GCAG,06-08-1960,0.2291
GISTEMP,06-08-1960,0.3403
GCAG,06-09-1960,0.3055
GISTEMP,06-09-1960,0.4862
GCAG,06-10-1960,0.6881
GISTEMP,06-10-1960,0.2295
GCAG,06-11-1960,0.2368
GISTEMP,06-11-1960,0.4669
GCAG,06-12-1960,0.4137
GISTEMP,06-12-1960,0.5884
GCAG,06-01-1961,0.4002
GISTEMP,06-01-1961,0.2587
GCAG,06-02-1961,0.4023
GISTEMP,06-02-1961,0.48
GCAG,06-03-1961,0.4379
GISTEMP,06-03-1961,0.391
GCAG,06-04-1961,0.476
GISTEMP,06-04-1961,0.4914
GCAG,06-05-1961,0.5245
GISTEMP,06-05-1961,0.4145
GCAG,06-06-1961,0.2933
GISTEMP,06-06-1961,0.3404
GCAG,06-07-1961,0.5005
GISTEMP,06-07-1961,0.197
GCAG,06-08-1961,0.376
GISTEMP,06-08-1961,0.2617
GCAG,06-09-1961,0.3261
GISTEMP,06-09-1961,0.5136
GCAG,06-10-1961,0.3516
GISTEMP,06-10-1961,0.3299
GCAG,06-11-1961,0.1202
GISTEMP,06-11-1961,0.4361
GCAG,06-12-1961,0.4221
GISTEMP,06-12-1961,0.6498
GCAG,06-01-1962,0.2803
GISTEMP,06-01-1962,0.3593
GCAG,06-02-1962,0.365
GISTEMP,06-02-1962,0.5642
GCAG,06-03-1962,0.3145
GISTEMP,06-03-1962,0.3706
GCAG,06-04-1962,0.4211
GISTEMP,06-04-1962,0.3579
GCAG,06-05-1962,0.2641
GISTEMP,06-05-1962,0.3602
GCAG,06-06-1962,0.4933
GISTEMP,06-06-1962,0.1783
GCAG,06-07-1962,0.3533
GISTEMP,06-07-1962,0.2284
GCAG,06-08-1962,0.5138
GISTEMP,06-08-1962,0.1061
GCAG,06-09-1962,0.2519
GISTEMP,06-09-1962,0.3923
GCAG,06-10-1962,0.5717
GISTEMP,06-10-1962,0.327
GCAG,06-11-1962,0.2547
GISTEMP,06-11-1962,0.6202
GCAG,06-12-1962,0.122
GISTEMP,06-12-1962,0.0094
GCAG,06-01-1963,0.4063
GISTEMP,06-01-1963,0.265
GCAG,06-02-1963,0.1883
GISTEMP,06-02-1963,0.4477
GCAG,06-03-1963,0.3792
GISTEMP,06-03-1963,0.258
GCAG,06-04-1963,0.1518
GISTEMP,06-04-1963,0.4747
GCAG,06-05-1963,0.4425
GISTEMP,06-05-1963,0.3301
GCAG,06-06-1963,0.6231
GISTEMP,06-06-1963,0.1856
GCAG,06-07-1963,0.1184
GISTEMP,06-07-1963,0.2435
GCAG,06-08-1963,0.3416
GISTEMP,06-08-1963,0.3849
GCAG,06-09-1963,0.3134
GISTEMP,06-09-1963,0.4024
GCAG,06-10-1963,0.163
GISTEMP,06-10-1963,0.5673
GCAG,06-11-1963,0.3396
GISTEMP,06-11-1963,0.5195
GCAG,06-12-1963,0.4045
GISTEMP,06-12-1963,0.4216
GCAG,06-01-1964,0.4397
GISTEMP,06-01-1964,0.4214
GCAG,06-02-1964,0.4518
GISTEMP,06-02-1964,0.5547
GCAG,06-03-1964,0.386
GISTEMP,06-03-1964,0.4629
GCAG,06-04-1964,0.3442
GISTEMP,06-04-1964,0.5737
GCAG,06-05-1964,0.2574
GISTEMP,06-05-1964,0.629
GCAG,06-06-1964,0.354
GISTEMP,06-06-1964,0.1454
GCAG,06-07-1964,0.3804
GISTEMP,06-07-1964,0.259
GCAG,06-08-1964,0.4884
GISTEMP,06-08-1964,0.2644
GCAG,06-09-1964,0.2965
GISTEMP,06-09-1964,0.08
GCAG,06-10-1964,0.2968
GISTEMP,06-10-1964,0.001
GCAG,06-11-1964,0.1282
GISTEMP,06-11-1964,0.4798
GCAG,06-12-1964,0.4848
GISTEMP,06-12-1964,0.4308
GCAG,06-01-1965,0.2231
GISTEMP,06-01-1965,0.3609
GCAG,06-02-1965,0.3687
GISTEMP,06-02-1965,0.1955
GCAG,06-03-1965,0.5959
GISTEMP,06-03-1965,0.502
GCAG,06-04-1965,0.3384
GISTEMP,06-04-1965,0.3756
GCAG,06-05-1965,0.404
GISTEMP,06-05-1965,0.0665
GCAG,06-06-1965,0.3368
GISTEMP,06-06-1965,0.2716
GCAG,06-07-1965,0.2248
GISTEMP,06-07-1965,0.3329
GCAG,06-08-1965,0.6459
GISTEMP,06-08-1965,0.4723
GCAG,06-09-1965,0.2917
GISTEMP,06-09-1965,0.4632
GCAG,06-10-1965,0.5884
GISTEMP,06-10-1965,0.5172
GCAG,06-11-1965,0.3886
GISTEMP,06-11-1965,0.2826
GCAG,06-12-1965,0.4856
GISTEMP,06-12-1965,0.4398
GCAG,06-01-1966,0.5163
GISTEMP,06-01-1966,0.4773
GCAG,06-02-1966,0.5406
GISTEMP,06-02-1966,0.3029
GCAG,06-03-1966,0.5819
GISTEMP,06-03-1966,0.4139
GCAG,06-04-1966,0.6967
GISTEMP,06-04-1966,0.2821
GCAG,06-05-1966,0.647
GISTEMP,06-05-1966,0.4163
GCAG,06-06-1966,0.2901
GISTEMP,06-06-1966,0.3152
GCAG,06-07-1966,0.3409
GISTEMP,06-07-1966,0.4526
GCAG,06-08-1966,0.4685
GISTEMP,06-08-1966,0.304
GCAG,06-09-1966,0.3876
GISTEMP,06-09-1966,0.7126
GCAG,06-10-1966,0.6515
GISTEMP,06-10-1966,0.4578
GCAG,06-11-1966,0.3993
GISTEMP,06-11-1966,0.4116
GCAG,06-12-1966,0.4867
GISTEMP,06-12-1966,0.2413
GCAG,06-01-1967,0.3573
GISTEMP,06-01-1967,0.1456
GCAG,06-02-1967,0.4569
GISTEMP,06-02-1967,0.4941
GCAG,06-03-1967,0.3257
GISTEMP,06-03-1967,0.6343
GCAG,06-04-1967,0.2155
GISTEMP,06-04-1967,0.1797
GCAG,06-05-1967,0.4342
GISTEMP,06-05-1967,0.5576
GCAG,06-06-1967,0.6542
GISTEMP,06-06-1967,0.3328
GCAG,06-07-1967,0.5646
GISTEMP,06-07-1967,0.397
GCAG,06-08-1967,0.3781
GISTEMP,06-08-1967,0.5365
GCAG,06-09-1967,0.503
GISTEMP,06-09-1967,0.1687
GCAG,06-10-1967,0.6278
GISTEMP,06-10-1967,0.6133
GCAG,06-11-1967,0.3136
GISTEMP,06-11-1967,0.4668
GCAG,06-12-1967,0.4827
GISTEMP,06-12-1967,0.4477
GCAG,06-01-1968,0.3272
GISTEMP,06-01-1968,0.309
GCAG,06-02-1968,0.4071
GISTEMP,06-02-1968,0.5868
GCAG,06-03-1968,0.4936
GISTEMP,06-03-1968,0.3565
GCAG,06-04-1968,0.529
GISTEMP,06-04-1968,-0.0141
GCAG,06-05-1968,0.5867
GISTEMP,06-05-1968,0.1534
GCAG,06-06-1968,0.3612
GISTEMP,06-06-1968,0.2476
GCAG,06-07-1968,0.2225
GISTEMP,06-07-1968,0.5908
GCAG,06-08-1968,0.3477
GISTEMP,06-08-1968,0.4698
GCAG,06-09-1968,0.412
GISTEMP,06-09-1968,0.4906
GCAG,06-10-1968,0.4317
GISTEMP,06-10-1968,0.2277
GCAG,06-11-1968,0.5708
GISTEMP,06-11-1968,0.3473
GCAG,06-12-1968,0.189
GISTEMP,06-12-1968,0.3583
GCAG,06-01-1969,0.6488
GISTEMP,06-01-1969,0.5512
GCAG,06-02-1969,0.3725
GISTEMP,06-02-1969,0.3724
GCAG,06-03-1969,0.3777
GISTEMP,06-03-1969,0.7375
GCAG,06-04-1969,0.4844
GISTEMP,06-04-1969,0.4916
GCAG,06-05-1969,0.5828
GISTEMP,06-05-1969,0.4641
GCAG,06-06-1969,0.3906
GISTEMP,06-06-1969,0.4
GCAG,06-07-1969,0.4198
GISTEMP,06-07-1969,0.425
GCAG,06-08-1969,0.5409
GISTEMP,06-08-1969,0.4395
GCAG,06-09-1969,0.5428
GISTEMP,06-09-1969,0.4208
GCAG,06-10-1969,0.4458
GISTEMP,06-10-1969,0.1343
GCAG,06-11-1969,0.5727
GISTEMP,06-11-1969,0.4872
GCAG,06-12-1969,0.5861
GISTEMP,06-12-1969,0.0019
GCAG,06-01-1970,0.7508
GISTEMP,06-01-1970,0.4166
GCAG,06-02-1970,0.6049
GISTEMP,06-02-1970,0.2827
GCAG,06-03-1970,0.5318
GISTEMP,06-03-1970,0.2818
GCAG,06-04-1970,0.3474
GISTEMP,06-04-1970,0.7281
GCAG,06-05-1970,0.4135
GISTEMP,06-05-1970,0.4748
GCAG,06-06-1970,0.5738
GISTEMP,06-06-1970,0.5177
GCAG,06-07-1970,0.467
GISTEMP,06-07-1970,0.4992
GCAG,06-08-1970,0.8061
GISTEMP,06-08-1970,0.437
GCAG,06-09-1970,0.4769
GISTEMP,06-09-1970,0.6044
GCAG,06-10-1970,0.6138
GISTEMP,06-10-1970,0.626
GCAG,06-11-1970,0.5449
GISTEMP,06-11-1970,0.2776
GCAG,06-12-1970,0.6953
GISTEMP,06-12-1970,0.2783
GCAG,06-01-1971,0.4968
GISTEMP,06-01-1971,0.3383
GCAG,06-02-1971,0.4429
GISTEMP,06-02-1971,0.5019
GCAG,06-03-1971,0.5019
GISTEMP,06-03-1971,0.517
GCAG,06-04-1971,0.6969
GISTEMP,06-04-1971,0.5229
GCAG,06-05-1971,0.4194
GISTEMP,06-05-1971,0.6006
GCAG,06-06-1971,0.6356
GISTEMP,06-06-1971,0.273
GCAG,06-07-1971,0.548
GISTEMP,06-07-1971,0.5635
GCAG,06-08-1971,0.4149
GISTEMP,06-08-1971,0.6659
GCAG,06-09-1971,0.4382
GISTEMP,06-09-1971,0.4795
GCAG,06-10-1971,0.4359
GISTEMP,06-10-1971,0.4642
GCAG,06-11-1971,0.2985
GISTEMP,06-11-1971,0.247
GCAG,06-12-1971,0.7033
GISTEMP,06-12-1971,0.3371
GCAG,06-01-1972,0.3166
GISTEMP,06-01-1972,0.1423
GCAG,06-02-1972,0.3706
GISTEMP,06-02-1972,0.268
GCAG,06-03-1972,0.7139
GISTEMP,06-03-1972,0.6191
GCAG,06-04-1972,0.3655
GISTEMP,06-04-1972,0.8066
GCAG,06-05-1972,0.6172
GISTEMP,06-05-1972,0.4212
GCAG,06-06-1972,0.0962
GISTEMP,06-06-1972,0.8147
GCAG,06-07-1972,0.2638
GISTEMP,06-07-1972,0.2254
GCAG,06-08-1972,0.6268
GISTEMP,06-08-1972,0.8394
GCAG,06-09-1972,0.6822
GISTEMP,06-09-1972,0.5591
GCAG,06-10-1972,0.5649
GISTEMP,06-10-1972,0.6037
GCAG,06-11-1972,0.5907
GISTEMP,06-11-1972,0.519
GCAG,06-12-1972,0.4936
GISTEMP,06-12-1972,0.4686
GCAG,06-01-1973,0.3661
GISTEMP,06-01-1973,0.4371
GCAG,06-02-1973,0.2264
GISTEMP,06-02-1973,0.4656
GCAG,06-03-1973,0.3332
GISTEMP,06-03-1973,0.3159
GCAG,06-04-1973,0.5096
GISTEMP,06-04-1973,0.6914
GCAG,06-05-1973,0.6215
GISTEMP,06-05-1973,0.2482
GCAG,06-06-1973,0.3365
GISTEMP,06-06-1973,0.6261
GCAG,06-07-1973,0.3387
GISTEMP,06-07-1973,0.4524
GCAG,06-08-1973,0.5698
GISTEMP,06-08-1973,0.342
GCAG,06-09-1973,0.5042
GISTEMP,06-09-1973,0.2883
GCAG,06-10-1973,0.3994
GISTEMP,06-10-1973,0.5376
GCAG,06-11-1973,0.2518
GISTEMP,06-11-1973,0.5568
GCAG,06-12-1973,0.489
GISTEMP,06-12-1973,0.5748
GCAG,06-01-1974,0.5266
GISTEMP,06-01-1974,0.6977
GCAG,06-02-1974,0.513
GISTEMP,06-02-1974,0.4298
GCAG,06-03-1974,0.5137
GISTEMP,06-03-1974,0.5769
GCAG,06-04-1974,0.5039
GISTEMP,06-04-1974,0.5026
GCAG,06-05-1974,0.3924
GISTEMP,06-05-1974,0.3983
GCAG,06-06-1974,0.2885
GISTEMP,06-06-1974,0.7613
GCAG,06-07-1974,0.3134
GISTEMP,06-07-1974,0.3961
GCAG,06-08-1974,0.3934
GISTEMP,06-08-1974,0.6354
GCAG,06-09-1974,0.4581
GISTEMP,06-09-1974,0.6895
GCAG,06-10-1974,0.4024
GISTEMP,06-10-1974,0.5453
GCAG,06-11-1974,0.3793
GISTEMP,06-11-1974,0.8264
GCAG,06-12-1974,0.3276
GISTEMP,06-12-1974,0.5523
GCAG,06-01-1975,0.602
GISTEMP,06-01-1975,0.569
GCAG,06-02-1975,0.4803
GISTEMP,06-02-1975,0.4886
GCAG,06-03-1975,0.5158
GISTEMP,06-03-1975,0.4872
GCAG,06-04-1975,0.655
GISTEMP,06-04-1975,0.842
GCAG,06-05-1975,0.4279
GISTEMP,06-05-1975,0.3061
GCAG,06-06-1975,0.4995
GISTEMP,06-06-1975,0.8997
GCAG,06-07-1975,0.3933
GISTEMP,06-07-1975,0.7598
GCAG,06-08-1975,0.7667
GISTEMP,06-08-1975,0.432
GCAG,06-09-1975,0.6015
GISTEMP,06-09-1975,0.7605
GCAG,06-10-1975,0.4605
GISTEMP,06-10-1975,0.4868
GCAG,06-11-1975,0.4313
GISTEMP,06-11-1975,0.3663
GCAG,06-12-1975,0.4223
GISTEMP,06-12-1975,0.3361
GCAG,06-01-1976,0.5259
GISTEMP,06-01-1976,0.4053
GCAG,06-02-1976,0.5571
GISTEMP,06-02-1976,0.2886
GCAG,06-03-1976,0.5728
GISTEMP,06-03-1976,0.6482
GCAG,06-04-1976,0.2252
GISTEMP,06-04-1976,0.5804
GCAG,06-05-1976,0.7096
GISTEMP,06-05-1976,0.344
GCAG,06-06-1976,0.7775
GISTEMP,06-06-1976,0.5895
GCAG,06-07-1976,0.422
GISTEMP,06-07-1976,0.5194
GCAG,06-08-1976,0.6127
GISTEMP,06-08-1976,0.5403
GCAG,06-09-1976,0.6109
GISTEMP,06-09-1976,0.392
GCAG,06-10-1976,0.5566
GISTEMP,06-10-1976,0.3192
GCAG,06-11-1976,0.5157
GISTEMP,06-11-1976,0.3968
GCAG,06-12-1976,0.4232
GISTEMP,06-12-1976,0.719
GCAG,06-01-1977,0.6984
GISTEMP,06-01-1977,0.6261
GCAG,06-02-1977,0.372
GISTEMP,06-02-1977,0.4884
GCAG,06-03-1977,0.719
GISTEMP,06-03-1977,0.5583
GCAG,06-04-1977,0.8861
GISTEMP,06-04-1977,0.5972
GCAG,06-05-1977,0.5681
GISTEMP,06-05-1977,0.493
GCAG,06-06-1977,0.5605
GISTEMP,06-06-1977,0.5176
GCAG,06-07-1977,0.6479
GISTEMP,06-07-1977,0.6852
GCAG,06-08-1977,0.4249
GISTEMP,06-08-1977,0.3431
GCAG,06-09-1977,0.2685
GISTEMP,06-09-1977,0.6202
GCAG,06-10-1977,0.3796
GISTEMP,06-10-1977,0.2222
GCAG,06-11-1977,0.6046
GISTEMP,06-11-1977,0.9202
GCAG,06-12-1977,0.5465
GISTEMP,06-12-1977,0.6732
GCAG,06-01-1978,0.5609
GISTEMP,06-01-1978,0.5338
GCAG,06-02-1978,0.6876
GISTEMP,06-02-1978,0.5062
GCAG,06-03-1978,0.591
GISTEMP,06-03-1978,0.5992
GCAG,06-04-1978,0.4519
GISTEMP,06-04-1978,0.7009
GCAG,06-05-1978,0.527
GISTEMP,06-05-1978,0.4399
GCAG,06-06-1978,0.6349
GISTEMP,06-06-1978,0.4196
GCAG,06-07-1978,0.5598
GISTEMP,06-07-1978,0.5542
GCAG,06-08-1978,0.7196
GISTEMP,06-08-1978,0.6279
GCAG,06-09-1978,0.5541
GISTEMP,06-09-1978,0.6805
GCAG,06-10-1978,0.7675
GISTEMP,06-10-1978,0.6427
GCAG,06-11-1978,0.5617
GISTEMP,06-11-1978,0.3634
GCAG,06-12-1978,0.4016
GISTEMP,06-12-1978,0.5155
GCAG,06-01-1979,0.4711
GISTEMP,06-01-1979,0.5344
GCAG,06-02-1979,0.5721
GISTEMP,06-02-1979,0.6431
GCAG,06-03-1979,0.5542
GISTEMP,06-03-1979,0.6378
GCAG,06-04-1979,0.5756
GISTEMP,06-04-1979,0.2696
GCAG,06-05-1979,0.4262
GISTEMP,06-05-1979,0.5455
GCAG,06-06-1979,0.3868
GISTEMP,06-06-1979,0.6583
GCAG,06-07-1979,0.799
GISTEMP,06-07-1979,0.7522
GCAG,06-08-1979,0.5386
GISTEMP,06-08-1979,0.7942
GCAG,06-09-1979,0.594
GISTEMP,06-09-1979,0.5212
GCAG,06-10-1979,0.4809
GISTEMP,06-10-1979,0.5275
GCAG,06-11-1979,0.5158
GISTEMP,06-11-1979,0.5996
GCAG,06-12-1979,0.5993
GISTEMP,06-12-1979,0.5757
GCAG,06-01-1980,0.6419
GISTEMP,06-01-1980,0.755
GCAG,06-02-1980,0.72
GISTEMP,06-02-1980,0.3548
GCAG,06-03-1980,0.1956
GISTEMP,06-03-1980,0.7188
GCAG,06-04-1980,0.3748
GISTEMP,06-04-1980,0.5461
GCAG,06-05-1980,0.4055
GISTEMP,06-05-1980,0.3107
GCAG,06-06-1980,0.6634
GISTEMP,06-06-1980,0.696
GCAG,06-07-1980,0.4968
GISTEMP,06-07-1980,0.1946
GCAG,06-08-1980,0.5025
GISTEMP,06-08-1980,0.6432
GCAG,06-09-1980,0.3638
GISTEMP,06-09-1980,0.6131
GCAG,06-10-1980,0.5845
GISTEMP,06-10-1980,0.6737
GCAG,06-11-1980,0.6059
GISTEMP,06-11-1980,0.442
GCAG,06-12-1980,0.7686
GISTEMP,06-12-1980,0.5653
GCAG,06-01-1981,0.5862
GISTEMP,06-01-1981,0.4503
GCAG,06-02-1981,0.5249
GISTEMP,06-02-1981,0.4587
GCAG,06-03-1981,0.5666
GISTEMP,06-03-1981,0.8493
GCAG,06-04-1981,0.3879
GISTEMP,06-04-1981,0.3517
GCAG,06-05-1981,0.8156
GISTEMP,06-05-1981,0.5635
GCAG,06-06-1981,0.4957
GISTEMP,06-06-1981,0.752
GCAG,06-07-1981,0.5063
GISTEMP,06-07-1981,0.8711
GCAG,06-08-1981,0.7
GISTEMP,06-08-1981,0.5252
GCAG,06-09-1981,0.9231
GISTEMP,06-09-1981,0.5086
GCAG,06-10-1981,0.712
GISTEMP,06-10-1981,0.6456
GCAG,06-11-1981,0.7971
GISTEMP,06-11-1981,0.836
GCAG,06-12-1981,0.6078
GISTEMP,06-12-1981,0.49
GCAG,06-01-1982,0.6731
GISTEMP,06-01-1982,0.5025
GCAG,06-02-1982,0.9073
GISTEMP,06-02-1982,0.6258
GCAG,06-03-1982,0.5516
GISTEMP,06-03-1982,0.6341
GCAG,06-04-1982,0.4055
GISTEMP,06-04-1982,0.4619
GCAG,06-05-1982,0.7888
GISTEMP,06-05-1982,0.5102
GCAG,06-06-1982,0.4529
GISTEMP,06-06-1982,0.6904
GCAG,06-07-1982,0.7889
GISTEMP,06-07-1982,0.7189
GCAG,06-08-1982,0.7616
GISTEMP,06-08-1982,0.4987
GCAG,06-09-1982,0.4001
GISTEMP,06-09-1982,0.8386
GCAG,06-10-1982,0.5661
GISTEMP,06-10-1982,0.5769
GCAG,06-11-1982,0.8149
GISTEMP,06-11-1982,0.6991
GCAG,06-12-1982,0.6852
GISTEMP,06-12-1982,0.9416
GCAG,06-01-1983,0.5215
GISTEMP,06-01-1983,0.7572
GCAG,06-02-1983,0.6277
GISTEMP,06-02-1983,0.6595
GCAG,06-03-1983,0.8496
GISTEMP,06-03-1983,0.6965
GCAG,06-04-1983,0.7022
GISTEMP,06-04-1983,0.7824
GCAG,06-05-1983,0.5679
GISTEMP,06-05-1983,0.4968
GCAG,06-06-1983,0.4671
GISTEMP,06-06-1983,0.3288
GCAG,06-07-1983,0.9334
GISTEMP,06-07-1983,0.4595
GCAG,06-08-1983,0.5929
GISTEMP,06-08-1983,0.5846
GCAG,06-09-1983,0.6734
GISTEMP,06-09-1983,0.7496
GCAG,06-10-1983,0.7575
GISTEMP,06-10-1983,0.541
GCAG,06-11-1983,0.6045
GISTEMP,06-11-1983,0.672
GCAG,06-12-1983,0.5934
GISTEMP,06-12-1983,0.8718
GCAG,06-01-1984,0.7055
GISTEMP,06-01-1984,0.7421
GCAG,06-02-1984,0.7325
GISTEMP,06-02-1984,0.8091
GCAG,06-03-1984,0.6614
GISTEMP,06-03-1984,0.4397
GCAG,06-04-1984,0.6953
GISTEMP,06-04-1984,0.5377
GCAG,06-05-1984,0.5572
GISTEMP,06-05-1984,0.7245
GCAG,06-06-1984,0.8234
GISTEMP,06-06-1984,0.6409
GCAG,06-07-1984,0.6852
GISTEMP,06-07-1984,0.8942
GCAG,06-08-1984,0.6761
GISTEMP,06-08-1984,1.0303
GCAG,06-09-1984,0.726
GISTEMP,06-09-1984,0.377
GCAG,06-10-1984,0.7553
GISTEMP,06-10-1984,0.6995
GCAG,06-11-1984,0.8369
GISTEMP,06-11-1984,0.7444
GCAG,06-12-1984,0.6239
GISTEMP,06-12-1984,0.461
GCAG,06-01-1985,0.6144
GISTEMP,06-01-1985,0.5182
GCAG,06-02-1985,0.5599
GISTEMP,06-02-1985,0.7352
GCAG,06-03-1985,0.8986
GISTEMP,06-03-1985,0.7073
GCAG,06-04-1985,0.4699
GISTEMP,06-04-1985,0.7159
GCAG,06-05-1985,0.8299
GISTEMP,06-05-1985,0.5589
GCAG,06-06-1985,0.6315
GISTEMP,06-06-1985,0.6538
GCAG,06-07-1985,0.535
GISTEMP,06-07-1985,0.75
GCAG,06-08-1985,0.6357
GISTEMP,06-08-1985,0.7168
GCAG,06-09-1985,0.5219
GISTEMP,06-09-1985,0.5894
GCAG,06-10-1985,0.7646
GISTEMP,06-10-1985,0.6003
GCAG,06-11-1985,0.9164
GISTEMP,06-11-1985,0.5974
GCAG,06-12-1985,0.6922
GISTEMP,06-12-1985,0.7984
GCAG,06-01-1986,0.4469
GISTEMP,06-01-1986,0.3955
GCAG,06-02-1986,0.432
GISTEMP,06-02-1986,0.8502
GCAG,06-03-1986,0.5792
GISTEMP,06-03-1986,1.0457
GCAG,06-04-1986,0.5785
GISTEMP,06-04-1986,0.6908
GCAG,06-05-1986,0.8956
GISTEMP,06-05-1986,0.9652
GCAG,06-06-1986,0.9747
GISTEMP,06-06-1986,0.8467
GCAG,06-07-1986,0.8202
GISTEMP,06-07-1986,0.7555
GCAG,06-08-1986,0.7845
GISTEMP,06-08-1986,0.5851
GCAG,06-09-1986,0.5462
GISTEMP,06-09-1986,0.6684
GCAG,06-10-1986,0.6446
GISTEMP,06-10-1986,0.6021
GCAG,06-11-1986,0.7757
GISTEMP,06-11-1986,0.8145
GCAG,06-12-1986,0.6857
GISTEMP,06-12-1986,0.894
GCAG,06-01-1987,0.5023
GISTEMP,06-01-1987,0.6445
GCAG,06-02-1987,0.5672
GISTEMP,06-02-1987,0.3947
GCAG,06-03-1987,0.6635
GISTEMP,06-03-1987,0.6576
GCAG,06-04-1987,0.904
GISTEMP,06-04-1987,0.7716
GCAG,06-05-1987,0.5246
GISTEMP,06-05-1987,0.9563
GCAG,06-06-1987,0.8625
GISTEMP,06-06-1987,0.7667
GCAG,06-07-1987,0.6465
GISTEMP,06-07-1987,0.5366
GCAG,06-08-1987,0.6258
GISTEMP,06-08-1987,0.845
GCAG,06-09-1987,0.9655
GISTEMP,06-09-1987,0.9143
GCAG,06-10-1987,0.6106
GISTEMP,06-10-1987,0.516
GCAG,06-11-1987,0.7063
GISTEMP,06-11-1987,0.4199
GCAG,06-12-1987,0.7348
GISTEMP,06-12-1987,0.6641
GCAG,06-01-1988,0.6175
GISTEMP,06-01-1988,0.4482
GCAG,06-02-1988,0.7656
GISTEMP,06-02-1988,0.6087
GCAG,06-03-1988,0.5143
